linux-libc-dev	6.1.129-1	CVE-2023-52920	MEDIUM	kernel: bpf: support non-r10 register spill/fill to/from stack in precision tracking
linux-libc-dev	6.1.129-1	CVE-2023-52927	MEDIUM	kernel: netfilter: allow exp not to be removed in nf_ct_find_expectation
linux-libc-dev	6.1.129-1	CVE-2023-53034	MEDIUM	kernel: ntb_hw_switchtec: Fix shift-out-of-bounds in switchtec_ntb_mw_set_trans
linux-libc-dev	6.1.129-1	CVE-2023-6039	MEDIUM	kernel: use-after-free in drivers/net/usb/lan78xx.c in lan78xx_disconnect
linux-libc-dev	6.1.129-1	CVE-2023-6240	MEDIUM	kernel: Marvin vulnerability side-channel leakage in the RSA decryption operation
linux-libc-dev	6.1.129-1	CVE-2024-2193	MEDIUM	hw: Spectre-SRC that is Speculative Race Conditions (SRCs) for synchronization primitives similar like Spectre V1 with possibility to bypass software features (e.g., IPIs, high-precision timers, etc)
linux-libc-dev	6.1.129-1	CVE-2024-24855	MEDIUM	kernel: Race condition in lpfc_unregister_fcf_rescan() in scsi/lpfc/lpfc_hbadisc.c
linux-libc-dev	6.1.129-1	CVE-2024-24864	MEDIUM	A race condition was found in the Linux kernel's media/dvb-core in dvb ...
linux-libc-dev	6.1.129-1	CVE-2024-25740	MEDIUM	kernel: memory leak in ubi driver
linux-libc-dev	6.1.129-1	CVE-2024-26618	MEDIUM	hw: arm64/sme: Always exit sme_alloc() early with existing storage
linux-libc-dev	6.1.129-1	CVE-2024-26647	MEDIUM	kernel: drm/amd/display: Fix late dereference 'dsc' check in 'link_set_dsc_pps_packet()'
linux-libc-dev	6.1.129-1	CVE-2024-26648	MEDIUM	kernel: NULL check in edp_setup_replay()
linux-libc-dev	6.1.129-1	CVE-2024-26656	MEDIUM	kernel: drm/amdgpu: use-after-free vulnerability
linux-libc-dev	6.1.129-1	CVE-2024-26661	MEDIUM	kernel: drm/amd/display: Add NULL test for 'timing generator' in 'dcn21_set_pipe()'
linux-libc-dev	6.1.129-1	CVE-2024-26662	MEDIUM	kernel: drm/amd/display: 'panel_cntl' could be null in 'dcn21_set_backlight_level()'
linux-libc-dev	6.1.129-1	CVE-2024-26670	MEDIUM	kernel: arm64: entry: fix ARM64_WORKAROUND_SPECULATIVE_UNPRIV_LOAD
linux-libc-dev	6.1.129-1	CVE-2024-26672	MEDIUM	kernel: drm/amdgpu: variable 'mca_funcs' dereferenced before NULL check in 'amdgpu_mca_smu_get_mca_entry()'
linux-libc-dev	6.1.129-1	CVE-2024-26677	MEDIUM	kernel: rxrpc: Fix delayed ACKs to not set the reference serial number
linux-libc-dev	6.1.129-1	CVE-2024-26691	MEDIUM	kernel: KVM: arm64: Fix circular locking dependency
linux-libc-dev	6.1.129-1	CVE-2024-26719	MEDIUM	kernel: nouveau: offload fence uevents work to workqueue
linux-libc-dev	6.1.129-1	CVE-2024-26740	MEDIUM	kernel: net/sched: act_mirred: use the backlog for mirred ingress
linux-libc-dev	6.1.129-1	CVE-2024-26756	MEDIUM	kernel: md: Don't register sync_thread for reshape directly
linux-libc-dev	6.1.129-1	CVE-2024-26757	MEDIUM	kernel: md: Don't ignore read-only array in md_check_recovery()
linux-libc-dev	6.1.129-1	CVE-2024-26758	MEDIUM	kernel: md: Don't ignore suspended array in md_check_recovery()
linux-libc-dev	6.1.129-1	CVE-2024-26767	MEDIUM	kernel: drm/amd/display: fixed integer types and null check locations
linux-libc-dev	6.1.129-1	CVE-2024-26768	MEDIUM	kernel: LoongArch: Change acpi_core_pic[NR_CPUS] to acpi_core_pic[MAX_CORE_PIC]
linux-libc-dev	6.1.129-1	CVE-2024-26783	MEDIUM	kernel: mm/vmscan: fix a bug calling wakeup_kswapd() with a wrong zone index
linux-libc-dev	6.1.129-1	CVE-2024-26799	MEDIUM	kernel: ASoC: qcom: Fix uninitialized pointer dmactl
linux-libc-dev	6.1.129-1	CVE-2024-26807	MEDIUM	kernel: spi: cadence-qspi: fix pointer reference in runtime PM hooks
linux-libc-dev	6.1.129-1	CVE-2024-26822	MEDIUM	kernel: smb: client: set correct id, uid and cruid for multiuser automounts
linux-libc-dev	6.1.129-1	CVE-2024-26841	MEDIUM	kernel: LoongArch: Update cpu_sibling_map when disabling nonboot CPUs
linux-libc-dev	6.1.129-1	CVE-2024-26842	MEDIUM	kernel: scsi: ufs: core: Fix shift issue in ufshcd_clear_cmd()
linux-libc-dev	6.1.129-1	CVE-2024-26866	MEDIUM	kernel: spi: lpspi: Avoid potential use-after-free in probe()
linux-libc-dev	6.1.129-1	CVE-2024-26869	MEDIUM	kernel: f2fs: fix to truncate meta inode pages forcely
linux-libc-dev	6.1.129-1	CVE-2024-26876	MEDIUM	kernel: drm/bridge: adv7511: fix crash on irq during probe
linux-libc-dev	6.1.129-1	CVE-2024-26902	MEDIUM	kernel: perf: RISCV: Fix panic on pmu overflow handler
linux-libc-dev	6.1.129-1	CVE-2024-26914	MEDIUM	kernel: drm/amd/display: fix incorrect mpc_combine array size
linux-libc-dev	6.1.129-1	CVE-2024-26947	MEDIUM	kernel: ARM: 9359/1: flush: check if the folio is reserved for no-mapping addresses
linux-libc-dev	6.1.129-1	CVE-2024-26948	MEDIUM	kernel: drm/amd/display: Add a dc_state NULL check in dc_state_release
linux-libc-dev	6.1.129-1	CVE-2024-26953	MEDIUM	kernel: net: esp: fix bad handling of pages from page_pool
linux-libc-dev	6.1.129-1	CVE-2024-26962	MEDIUM	kernel: dm-raid456, md/raid456: fix a deadlock for dm-raid456 while io concurrent with reshape
linux-libc-dev	6.1.129-1	CVE-2024-27005	MEDIUM	kernel: interconnect: Don&#39;t access req_list while it&#39;s being manipulated
linux-libc-dev	6.1.129-1	CVE-2024-27010	MEDIUM	kernel: net/sched: Fix mirred deadlock on device recursion
linux-libc-dev	6.1.129-1	CVE-2024-27011	MEDIUM	kernel: netfilter: nf_tables: fix memleak in map from abort path
linux-libc-dev	6.1.129-1	CVE-2024-27012	MEDIUM	kernel: netfilter: nf_tables: restore set elements when delete set fails
linux-libc-dev	6.1.129-1	CVE-2024-27041	MEDIUM	kernel: drm/amd/display: fix NULL checks for adev-&gt;dm.dc in amdgpu_dm_fini()
linux-libc-dev	6.1.129-1	CVE-2024-27056	MEDIUM	kernel: wifi: iwlwifi: mvm: ensure offloading TID queue exists
linux-libc-dev	6.1.129-1	CVE-2024-27057	MEDIUM	kernel: ASoC: SOF: ipc4-pcm: Workaround for crashed firmware on system suspend
linux-libc-dev	6.1.129-1	CVE-2024-27062	MEDIUM	kernel: nouveau: lock the client object tree.
linux-libc-dev	6.1.129-1	CVE-2024-27079	MEDIUM	kernel: iommu/vt-d: Fix NULL domain on device release
linux-libc-dev	6.1.129-1	CVE-2024-27408	MEDIUM	kernel: dmaengine: dw-edma: eDMA: Add sync read before starting the DMA transfer in remote setup
linux-libc-dev	6.1.129-1	CVE-2024-35784	MEDIUM	kernel: btrfs: fix deadlock with fiemap and extent locking
linux-libc-dev	6.1.129-1	CVE-2024-35790	MEDIUM	kernel: usb: typec: altmodes/displayport: create sysfs nodes as driver&#39;s default device attribute group
linux-libc-dev	6.1.129-1	CVE-2024-35794	MEDIUM	kernel: dm-raid: really frozen sync_thread during suspend
linux-libc-dev	6.1.129-1	CVE-2024-35799	MEDIUM	kernel: drm/amd/display: Prevent crash when disable stream
linux-libc-dev	6.1.129-1	CVE-2024-35808	MEDIUM	kernel: md/dm-raid: don&#39;t call md_reap_sync_thread() directly
linux-libc-dev	6.1.129-1	CVE-2024-35843	MEDIUM	kernel: iommu/vt-d: Use device rbtree in iopf reporting path
linux-libc-dev	6.1.129-1	CVE-2024-35860	MEDIUM	kernel: bpf: support deferring bpf_link dealloc to after RCU grace period
linux-libc-dev	6.1.129-1	CVE-2024-35869	MEDIUM	kernel: smb: client: guarantee refcounted children from parent session
linux-libc-dev	6.1.129-1	CVE-2024-35878	MEDIUM	kernel: of: module: prevent NULL pointer dereference in vsnprintf()
linux-libc-dev	6.1.129-1	CVE-2024-35904	MEDIUM	kernel: selinux: avoid dereference of garbage after mount failure
linux-libc-dev	6.1.129-1	CVE-2024-35924	MEDIUM	kernel: usb: typec: ucsi: Limit read size on v1.2
linux-libc-dev	6.1.129-1	CVE-2024-35931	MEDIUM	kernel: drm/amdgpu: Skip do PCI error slot reset during RAS recovery
linux-libc-dev	6.1.129-1	CVE-2024-35942	MEDIUM	kernel: pmdomain: imx8mp-blk-ctrl: imx8mp_blk: Add fdcc clock to hdmimix domain
linux-libc-dev	6.1.129-1	CVE-2024-35945	MEDIUM	kernel: net: phy: phy_device: Prevent nullptr exceptions on ISR
linux-libc-dev	6.1.129-1	CVE-2024-35946	MEDIUM	kernel: wifi: rtw89: fix null pointer access when abort scan
linux-libc-dev	6.1.129-1	CVE-2024-35949	MEDIUM	kernel: btrfs: make sure that WRITTEN is set on all metadata blocks
linux-libc-dev	6.1.129-1	CVE-2024-35951	MEDIUM	kernel: drm/panfrost: Fix the error path in panfrost_mmu_map_fault_addr()
linux-libc-dev	6.1.129-1	CVE-2024-35961	MEDIUM	kernel: net/mlx5: Register devlink first under devlink lock
linux-libc-dev	6.1.129-1	CVE-2024-35974	MEDIUM	kernel: block: fix q-&gt;blkg_list corruption during disk rebind
linux-libc-dev	6.1.129-1	CVE-2024-36022	MEDIUM	kernel: drm/amdgpu: Init zone device and drm client after mode-1 reset on reload
linux-libc-dev	6.1.129-1	CVE-2024-36024	MEDIUM	kernel: drm/amd/display: Disable idle reallow as part of command/gpint execution
linux-libc-dev	6.1.129-1	CVE-2024-36881	MEDIUM	kernel: mm/userfaultfd: reset ptes when close() for wr-protected ones
linux-libc-dev	6.1.129-1	CVE-2024-36903	MEDIUM	kernel: ipv6: Fix potential uninit-value access in __ip6_make_skb()
linux-libc-dev	6.1.129-1	CVE-2024-36907	MEDIUM	kernel: SUNRPC: add a missing rpc_stat for TCP TLS
linux-libc-dev	6.1.129-1	CVE-2024-36908	MEDIUM	kernel: blk-iocost: do not WARN if iocg was already offlined
linux-libc-dev	6.1.129-1	CVE-2024-36911	MEDIUM	kernel: hv_netvsc: Don&#39;t free decrypted memory
linux-libc-dev	6.1.129-1	CVE-2024-36913	MEDIUM	kernel: Drivers: hv: vmbus: Leak pages if set_memory_encrypted() fails
linux-libc-dev	6.1.129-1	CVE-2024-36922	MEDIUM	kernel: wifi: iwlwifi: read txq-&gt;read_ptr under lock
linux-libc-dev	6.1.129-1	CVE-2024-36927	MEDIUM	kernel: ipv4: Fix uninit-value access in __ip_make_skb()
linux-libc-dev	6.1.129-1	CVE-2024-36949	MEDIUM	kernel: amd/amdkfd: sync all devices to wait all processes being evicted
linux-libc-dev	6.1.129-1	CVE-2024-36951	MEDIUM	kernel: drm/amdkfd: range check cp bad op exception interrupts
linux-libc-dev	6.1.129-1	CVE-2024-36968	MEDIUM	kernel: Bluetooth: L2CAP: Fix div-by-zero in l2cap_le_flowctl_init()
linux-libc-dev	6.1.129-1	CVE-2024-38541	MEDIUM	kernel: of: module: add buffer overflow check in of_modalias()
linux-libc-dev	6.1.129-1	CVE-2024-38557	MEDIUM	kernel: net/mlx5: Reload only IB representors upon lag disable/enable
linux-libc-dev	6.1.129-1	CVE-2024-38564	MEDIUM	kernel: bpf: Add BPF_PROG_TYPE_CGROUP_SKB attach type enforcement in BPF_LINK_CREATE
linux-libc-dev	6.1.129-1	CVE-2024-38594	MEDIUM	kernel: net: stmmac: move the EST lock to struct stmmac_priv
linux-libc-dev	6.1.129-1	CVE-2024-38608	MEDIUM	kernel: net/mlx5e: Fix netif state handling
linux-libc-dev	6.1.129-1	CVE-2024-38611	MEDIUM	kernel: media: i2c: et8ek8: Don&#39;t strip remove function when driver is builtin
linux-libc-dev	6.1.129-1	CVE-2024-38620	MEDIUM	kernel: Bluetooth: HCI: Remove HCI_AMP support
linux-libc-dev	6.1.129-1	CVE-2024-38622	MEDIUM	kernel: drm/msm/dpu: Add callback function pointer check before its call
linux-libc-dev	6.1.129-1	CVE-2024-38625	MEDIUM	kernel: fs/ntfs3: Check &#39;folio&#39; pointer for NULL
linux-libc-dev	6.1.129-1	CVE-2024-40965	MEDIUM	kernel: i2c: lpi2c: Avoid calling clk_get_rate during transfer
linux-libc-dev	6.1.129-1	CVE-2024-40969	MEDIUM	kernel: f2fs: don't set RO when shutting down f2fs
linux-libc-dev	6.1.129-1	CVE-2024-40973	MEDIUM	kernel: media: mtk-vcodec: potential null pointer deference in SCP
linux-libc-dev	6.1.129-1	CVE-2024-40975	MEDIUM	kernel: platform/x86: x86-android-tablets: Unregister devices in reverse order
linux-libc-dev	6.1.129-1	CVE-2024-40998	MEDIUM	kernel: ext4: fix uninitialized ratelimit_state-&gt;lock access in __ext4_fill_super()
linux-libc-dev	6.1.129-1	CVE-2024-40999	MEDIUM	kernel: net: ena: Add validation for completion descriptors consistency
linux-libc-dev	6.1.129-1	CVE-2024-41008	MEDIUM	kernel: drm/amdgpu: change vm-&gt;task_info handling
linux-libc-dev	6.1.129-1	CVE-2024-41023	MEDIUM	kernel: sched/deadline: Fix task_struct reference leak
linux-libc-dev	6.1.129-1	CVE-2024-41031	MEDIUM	kernel: mm/filemap: skip to create PMD-sized page cache if needed
linux-libc-dev	6.1.129-1	CVE-2024-41045	MEDIUM	kernel: bpf: Defer work in bpf_timer_cancel_and_free
linux-libc-dev	6.1.129-1	CVE-2024-41067	MEDIUM	kernel: btrfs: scrub: handle RST lookup error correctly
linux-libc-dev	6.1.129-1	CVE-2024-41082	MEDIUM	kernel: nvme-fabrics: use reserved tag for reg read/write command
linux-libc-dev	6.1.129-1	CVE-2024-41935	MEDIUM	kernel: f2fs: fix to shrink read extent node in batches
linux-libc-dev	6.1.129-1	CVE-2024-42067	MEDIUM	kernel: bpf: Take return from set_memory_rox() into account with bpf_jit_binary_lock_ro()
linux-libc-dev	6.1.129-1	CVE-2024-42079	MEDIUM	kernel: gfs2: Fix NULL pointer dereference in gfs2_log_flush
linux-libc-dev	6.1.129-1	CVE-2024-42107	MEDIUM	kernel: ice: Don't process extts if PTP is disabled
linux-libc-dev	6.1.129-1	CVE-2024-42118	MEDIUM	kernel: drm/amd/display: Do not return negative stream id for array
linux-libc-dev	6.1.129-1	CVE-2024-42123	MEDIUM	kernel: drm/amdgpu: fix double free err_addr pointer warnings
linux-libc-dev	6.1.129-1	CVE-2024-42125	MEDIUM	kernel: wifi: rtw89: fw: scan offload prohibit all 6 GHz channel if no 6 GHz sband
linux-libc-dev	6.1.129-1	CVE-2024-42128	MEDIUM	kernel: leds: an30259a: Use devm_mutex_init() for mutex initialization
linux-libc-dev	6.1.129-1	CVE-2024-42129	MEDIUM	kernel: leds: mlxreg: Use devm_mutex_init() for mutex initialization
linux-libc-dev	6.1.129-1	CVE-2024-42135	MEDIUM	kernel: vhost_task: Handle SIGKILL by flushing work and exiting
linux-libc-dev	6.1.129-1	CVE-2024-42139	MEDIUM	kernel: ice: Fix improper extts handling
linux-libc-dev	6.1.129-1	CVE-2024-42156	MEDIUM	kernel: s390/pkey: Wipe copies of clear-key structures on failure
linux-libc-dev	6.1.129-1	CVE-2024-42158	MEDIUM	kernel: s390/pkey: Use kfree_sensitive() to fix Coccinelle warnings
linux-libc-dev	6.1.129-1	CVE-2024-42239	MEDIUM	kernel: bpf: Fail bpf_timer_cancel when callback is being cancelled
linux-libc-dev	6.1.129-1	CVE-2024-42241	MEDIUM	kernel: mm/shmem: disable PMD-sized page cache if needed
linux-libc-dev	6.1.129-1	CVE-2024-42243	MEDIUM	kernel: mm/filemap: make MAX_PAGECACHE_ORDER acceptable to xarray
linux-libc-dev	6.1.129-1	CVE-2024-42279	MEDIUM	kernel: spi: microchip-core: ensure TX and RX FIFOs are empty at start of a transfer
linux-libc-dev	6.1.129-1	CVE-2024-42317	MEDIUM	kernel: mm/huge_memory: avoid PMD-size page cache if needed
linux-libc-dev	6.1.129-1	CVE-2024-43819	MEDIUM	kernel: kvm: s390: Reject memory region operations for ucontrol VMs
linux-libc-dev	6.1.129-1	CVE-2024-43824	MEDIUM	kernel: PCI: endpoint: pci-epf-test: Make use of cached &#39;epc_features&#39; in pci_epf_test_core_init()
linux-libc-dev	6.1.129-1	CVE-2024-43831	MEDIUM	kernel: media: mediatek: vcodec: Handle invalid decoder vsi
linux-libc-dev	6.1.129-1	CVE-2024-43840	MEDIUM	kernel: bpf, arm64: Fix trampoline for BPF_TRAMP_F_CALL_ORIG
linux-libc-dev	6.1.129-1	CVE-2024-43850	MEDIUM	kernel: soc: qcom: icc-bwmon: Fix refcount imbalance seen during bwmon_remove
linux-libc-dev	6.1.129-1	CVE-2024-43872	MEDIUM	kernel: RDMA/hns: Fix soft lockup under heavy CEQE load
linux-libc-dev	6.1.129-1	CVE-2024-43886	MEDIUM	kernel: drm/amd/display: Add null check in resource_log_pipe_topology_update
linux-libc-dev	6.1.129-1	CVE-2024-43899	MEDIUM	kernel: drm/amd/display: Fix null pointer deref in dcn20_resource.c
linux-libc-dev	6.1.129-1	CVE-2024-43901	MEDIUM	kernel: drm/amd/display: Fix NULL pointer dereference for DTN log in DCN401
linux-libc-dev	6.1.129-1	CVE-2024-43913	MEDIUM	kernel: nvme: apple: fix device reference counting
linux-libc-dev	6.1.129-1	CVE-2024-44955	MEDIUM	kernel: drm/amd/display: Don't refer to dc_sink in is_dsc_need_re_compute
linux-libc-dev	6.1.129-1	CVE-2024-44957	MEDIUM	kernel: xen: privcmd: Switch from mutex to spinlock for irqfds
linux-libc-dev	6.1.129-1	CVE-2024-44961	MEDIUM	kernel: drm/amdgpu: Forward soft recovery errors to userspace
linux-libc-dev	6.1.129-1	CVE-2024-44963	MEDIUM	kernel: btrfs: do not BUG_ON() when freeing tree block after error
linux-libc-dev	6.1.129-1	CVE-2024-44972	MEDIUM	kernel: btrfs: do not clear page dirty inside extent_write_locked_range()
linux-libc-dev	6.1.129-1	CVE-2024-45015	MEDIUM	kernel: drm/msm/dpu: move dpu_encoder&#39;s connector assignment to atomic_enable()
linux-libc-dev	6.1.129-1	CVE-2024-46678	MEDIUM	kernel: bonding: change ipsec_lock from spin lock to mutex
linux-libc-dev	6.1.129-1	CVE-2024-46681	MEDIUM	kernel: pktgen: use cpus_read_lock() in pg_net_init()
linux-libc-dev	6.1.129-1	CVE-2024-46698	MEDIUM	kernel: video/aperture: optionally match the device in sysfb_disable()
linux-libc-dev	6.1.129-1	CVE-2024-46727	MEDIUM	kernel: drm/amd/display: Add otg_master NULL check within resource_log_pipe_topology_update
linux-libc-dev	6.1.129-1	CVE-2024-46728	MEDIUM	kernel: drm/amd/display: Check index for aux_rd_interval before using
linux-libc-dev	6.1.129-1	CVE-2024-46729	MEDIUM	kernel: drm/amd/display: Fix incorrect size calculation for loop
linux-libc-dev	6.1.129-1	CVE-2024-46730	MEDIUM	kernel: drm/amd/display: Ensure array index tg_inst won&#39;t be -1
linux-libc-dev	6.1.129-1	CVE-2024-46733	MEDIUM	kernel: btrfs: fix qgroup reserve leaks in cow_file_range
linux-libc-dev	6.1.129-1	CVE-2024-46742	MEDIUM	kernel: smb/server: fix potential null-ptr-deref of lease_ctx_info in smb2_open()
linux-libc-dev	6.1.129-1	CVE-2024-46748	MEDIUM	kernel: cachefiles: Set the max subreq size for cache writes to MAX_RW_COUNT
linux-libc-dev	6.1.129-1	CVE-2024-46751	MEDIUM	kernel: btrfs: don&#39;t BUG_ON() when 0 reference count at btrfs_lookup_extent_info()
linux-libc-dev	6.1.129-1	CVE-2024-46753	MEDIUM	kernel: btrfs: handle errors from btrfs_dec_ref() properly
linux-libc-dev	6.1.129-1	CVE-2024-46754	MEDIUM	kernel: bpf: Remove tst_run from lwt_seg6local_prog_ops.
linux-libc-dev	6.1.129-1	CVE-2024-46760	MEDIUM	kernel: wifi: rtw88: usb: schedule rx work after everything is set up
linux-libc-dev	6.1.129-1	CVE-2024-46762	MEDIUM	kernel: xen: privcmd: Fix possible access to a freed kirqfd instance
linux-libc-dev	6.1.129-1	CVE-2024-46765	MEDIUM	kernel: ice: protect XDP configuration with a mutex
linux-libc-dev	6.1.129-1	CVE-2024-46772	MEDIUM	kernel: drm/amd/display: Check denominator crb_pipes before used
linux-libc-dev	6.1.129-1	CVE-2024-46775	MEDIUM	kernel: drm/amd/display: Validate function returns
linux-libc-dev	6.1.129-1	CVE-2024-46776	MEDIUM	kernel: drm/amd/display: Run DC_LOG_DC after checking link-&gt;link_enc
linux-libc-dev	6.1.129-1	CVE-2024-46787	MEDIUM	kernel: userfaultfd: fix checks for huge PMDs
linux-libc-dev	6.1.129-1	CVE-2024-46803	MEDIUM	kernel: drm/amdkfd: Check debug trap enable before write dbg_ev_file
linux-libc-dev	6.1.129-1	CVE-2024-46806	MEDIUM	kernel: drm/amdgpu: Fix the warning division or modulo by zero
linux-libc-dev	6.1.129-1	CVE-2024-46808	MEDIUM	kernel: drm/amd/display: Add missing NULL pointer check within dpcd_extend_address_range
linux-libc-dev	6.1.129-1	CVE-2024-46816	MEDIUM	kernel: drm/amd/display: Stop amdgpu_dm initialize when link nums greater than max_links
linux-libc-dev	6.1.129-1	CVE-2024-46823	MEDIUM	kernel: kunit/overflow: Fix UB in overflow_allocation_test
linux-libc-dev	6.1.129-1	CVE-2024-46825	MEDIUM	kernel: wifi: iwlwifi: mvm: use IWL_FW_CHECK for link ID check
linux-libc-dev	6.1.129-1	CVE-2024-46834	MEDIUM	kernel: ethtool: fail closed if we can&#39;t get max channel used in indirection tables
linux-libc-dev	6.1.129-1	CVE-2024-46842	MEDIUM	kernel: scsi: lpfc: Handle mailbox timeouts in lpfc_get_sfp_info
linux-libc-dev	6.1.129-1	CVE-2024-46843	MEDIUM	kernel: scsi: ufs: core: Remove SCSI host only if added
linux-libc-dev	6.1.129-1	CVE-2024-46860	MEDIUM	kernel: wifi: mt76: mt7921: fix NULL pointer access in mt7921_ipv6_addr_change
linux-libc-dev	6.1.129-1	CVE-2024-46870	MEDIUM	kernel: drm/amd/display: Disable DMCUB timeout for DCN35
linux-libc-dev	6.1.129-1	CVE-2024-47141	MEDIUM	kernel: pinmux: Use sequential access to access desc->pinmux data
linux-libc-dev	6.1.129-1	CVE-2024-47658	MEDIUM	kernel: crypto: stm32/cryp - call finalize with bh disabled
linux-libc-dev	6.1.129-1	CVE-2024-47661	MEDIUM	kernel: drm/amd/display: Avoid overflow from uint32_t to uint8_t
linux-libc-dev	6.1.129-1	CVE-2024-47662	MEDIUM	kernel: drm/amd/display: Remove register from DCN35 DMCUB diagnostic collection
linux-libc-dev	6.1.129-1	CVE-2024-47664	MEDIUM	kernel: spi: hisi-kunpeng: Add verification for the max_frequency provided by the firmware
linux-libc-dev	6.1.129-1	CVE-2024-47666	MEDIUM	kernel: scsi: pm80xx: Set phy-&gt;enable_completion only when we wait for it
linux-libc-dev	6.1.129-1	CVE-2024-47703	MEDIUM	kernel: bpf, lsm: Add check for BPF LSM return value
linux-libc-dev	6.1.129-1	CVE-2024-47704	MEDIUM	kernel: drm/amd/display: Check link_res-&gt;hpo_dp_link_enc before using it
linux-libc-dev	6.1.129-1	CVE-2024-47736	MEDIUM	kernel: erofs: handle overlapped pclusters out of crafted images properly
linux-libc-dev	6.1.129-1	CVE-2024-47752	MEDIUM	kernel: media: mediatek: vcodec: Fix H264 stateless decoder smatch warning
linux-libc-dev	6.1.129-1	CVE-2024-47753	MEDIUM	kernel: media: mediatek: vcodec: Fix VP8 stateless decoder smatch warning
linux-libc-dev	6.1.129-1	CVE-2024-47754	MEDIUM	kernel: media: mediatek: vcodec: Fix H264 multi stateless decoder smatch warning
linux-libc-dev	6.1.129-1	CVE-2024-47794	MEDIUM	kernel: bpf: Prevent tailcall infinite loop caused by freplace
linux-libc-dev	6.1.129-1	CVE-2024-47809	MEDIUM	kernel: dlm: fix possible lkb_resource null dereference
linux-libc-dev	6.1.129-1	CVE-2024-48875	MEDIUM	kernel: btrfs: don't take dev_replace rwsem on task already holding it
linux-libc-dev	6.1.129-1	CVE-2024-49568	MEDIUM	kernel: net/smc: check v2_ext_offset/eid_cnt/ism_gid_cnt when receiving proposal msg
linux-libc-dev	6.1.129-1	CVE-2024-49569	MEDIUM	kernel: nvme-rdma: unquiesce admin_q before destroy it
linux-libc-dev	6.1.129-1	CVE-2024-49893	MEDIUM	kernel: drm/amd/display: Check stream_status before it is used
linux-libc-dev	6.1.129-1	CVE-2024-49901	MEDIUM	kernel: drm/msm/adreno: Assign msm_gpu-&gt;pdev earlier to avoid nullptrs
linux-libc-dev	6.1.129-1	CVE-2024-49906	MEDIUM	kernel: drm/amd/display: Check null pointer before try to access it
linux-libc-dev	6.1.129-1	CVE-2024-49908	MEDIUM	kernel: drm/amd/display: Add null check for &#39;afb&#39; in amdgpu_dm_update_cursor (v2)
linux-libc-dev	6.1.129-1	CVE-2024-49910	MEDIUM	kernel: drm/amd/display: Add NULL check for function pointer in dcn401_set_output_transfer_func
linux-libc-dev	6.1.129-1	CVE-2024-49914	MEDIUM	kernel: drm/amd/display: Add null check for pipe_ctx-&gt;plane_state in dcn20_program_pipe
linux-libc-dev	6.1.129-1	CVE-2024-49916	MEDIUM	kernel: drm/amd/display: Add NULL check for clk_mgr and clk_mgr-&gt;funcs in dcn401_init_hw
linux-libc-dev	6.1.129-1	CVE-2024-49918	MEDIUM	kernel: drm/amd/display: Add null check for head_pipe in dcn32_acquire_idle_pipe_for_head_pipe_in_layer
linux-libc-dev	6.1.129-1	CVE-2024-49919	MEDIUM	kernel: drm/amd/display: Add null check for head_pipe in dcn201_acquire_free_pipe_for_layer
linux-libc-dev	6.1.129-1	CVE-2024-49920	MEDIUM	kernel: drm/amd/display: Check null pointers before multiple uses
linux-libc-dev	6.1.129-1	CVE-2024-49921	MEDIUM	kernel: drm/amd/display: Check null pointers before used
linux-libc-dev	6.1.129-1	CVE-2024-49922	MEDIUM	kernel: drm/amd/display: Check null pointers before using them
linux-libc-dev	6.1.129-1	CVE-2024-49923	MEDIUM	kernel: drm/amd/display: Pass non-null to dcn20_validate_apply_pipe_split_flags
linux-libc-dev	6.1.129-1	CVE-2024-49926	MEDIUM	kernel: rcu-tasks: Fix access non-existent percpu rtpcp variable in rcu_tasks_need_gpcb()
linux-libc-dev	6.1.129-1	CVE-2024-49932	MEDIUM	kernel: btrfs: don&#39;t readahead the relocation inode on RST
linux-libc-dev	6.1.129-1	CVE-2024-49940	MEDIUM	kernel: l2tp: prevent possible tunnel refcount underflow
linux-libc-dev	6.1.129-1	CVE-2024-49945	MEDIUM	kernel: net/ncsi: Disable the ncsi work before freeing the associated structure
linux-libc-dev	6.1.129-1	CVE-2024-49968	MEDIUM	kernel: ext4: filesystems without casefold feature cannot be mounted with siphash
linux-libc-dev	6.1.129-1	CVE-2024-49970	MEDIUM	kernel: drm/amd/display: Implement bounds check for stream encoder creation in DCN401
linux-libc-dev	6.1.129-1	CVE-2024-49972	MEDIUM	kernel: drm/amd/display: Deallocate DML memory if allocation fails
linux-libc-dev	6.1.129-1	CVE-2024-49987	MEDIUM	kernel: bpftool: Fix undefined behavior in qsort(NULL, 0, ...)
linux-libc-dev	6.1.129-1	CVE-2024-49988	MEDIUM	kernel: ksmbd: add refcnt to ksmbd_conn struct
linux-libc-dev	6.1.129-1	CVE-2024-49998	MEDIUM	kernel: net: dsa: improve shutdown sequence
linux-libc-dev	6.1.129-1	CVE-2024-50009	MEDIUM	kernel: cpufreq: amd-pstate: add check for cpufreq_cpu_get&#39;s return value
linux-libc-dev	6.1.129-1	CVE-2024-50016	MEDIUM	kernel: drm/amd/display: Avoid overflow assignment in link_dp_cts
linux-libc-dev	6.1.129-1	CVE-2024-50017	MEDIUM	kernel: x86/mm/ident_map: Use gbpages only where full GB page should be mapped.
